198,213,34,81
198,213,34,81
194,213,34,81
194,218,34,80
190,218,34,80
190,221,34,81
186,226,34,80
186,229,34,81
185,228,35,83
186,226,34,80
186,225,34,81
190,225,34,81
193,224,35,83
196,223,37,86
196,223,37,86
200,223,37,86
201,223,36,85
201,220,35,83
201,220,35,83
204,219,37,86
209,219,36,85
208,219,37,86
212,218,37,88
216,222,37,88
221,227,36,85
221,232,35,83
225,232,35,83
229,232,35,83
233,231,36,85
237,231,36,85
240,230,37,88
244,230,37,88
248,229,38,90
256,226,37,88
260,226,37,88
263,224,39,92
264,225,38,90
268,226,37,88
272,227,37,86
277,232,35,83
281,236,35,83
286,237,34,81
286,238,34,80
290,239,33,78
290,238,34,80
290,237,34,81
290,234,34,80
290,235,33,78
290,234,34,80
286,234,34,80
286,233,34,81
285,231,36,85
280,231,37,86
280,227,37,86
281,228,35,83
278,229,34,81
278,230,34,80
278,229,34,81
273,228,35,83
274,233,34,81
274,234,34,80
274,235,33,78
274,234,34,80
270,235,33,78
266,235,33,78
258,234,34,80
254,233,34,81
249,236,35,83
245,236,35,83
241,236,35,83
237,236,35,83
233,235,36,85
224,231,37,86
213,231,36,85
205,232,35,83
202,234,34,80
194,235,33,78
186,235,33,78
182,235,33,78
174,239,33,78
166,239,33,78
162,235,33,78
162,234,34,80
158,234,34,80
154,230,34,80
150,231,33,78
146,231,33,78
142,231,33,77
138,231,33,78
134,231,33,78
130,231,33,78
130,231,33,78
130,227,33,78
130,222,34,80
130,222,34,80
126,218,34,80
126,219,33,78
126,219,33,77
122,219,33,77
122,219,33,77
122,219,33,77
123,220,32,75
122,215,33,77
126,215,33,77
126,211,33,77
131,208,32,75
131,208,32,75
134,207,33,77
139,208,32,75
139,209,31,74
143,210,31,72
147,208,32,75
151,209,31,74
155,206,31,72
159,202,31,72
163,197,31,74
167,193,31,74
167,193,31,74
171,193,31,74
175,197,31,74
179,198,31,72
183,198,31,72
187,197,31,74
187,193,31,74
191,193,31,74
191,189,31,74
195,186,31,72
199,185,31,74
199,185,31,74
203,189,31,74
203,188,32,75
206,187,33,77
210,187,33,78
210,182,34,80
214,179,33,78
214,175,33,78
214,175,33,78
218,171,33,78
218,171,33,78
218,171,33,78
218,175,33,78
218,175,33,78
222,175,33,78
222,170,34,80
226,170,34,80
226,167,33,78
226,167,33,77
230,167,33,77
230,167,33,77
230,167,33,77
234,167,33,77
234,171,33,78
238,171,33,78
238,170,34,80
242,170,34,80
246,167,33,78
246,166,34,80
250,162,34,80
250,161,34,81
250,161,34,81
254,161,34,81
254,161,34,81
254,161,34,81
258,162,34,80
258,158,34,80
262,159,33,78
262,159,33,78
266,155,33,78
270,155,33,78
270,159,33,77
274,159,33,77
274,159,33,77
278,159,33,77
278,159,33,77
278,159,33,77
282,159,33,77
282,159,33,78
282,155,33,78
282,154,34,80
278,155,33,78
278,159,33,78
278,159,33,78
278,155,33,77
279,156,32,75
279,156,32,75
279,156,32,75
279,156,32,75
279,156,32,75
279,157,31,74
283,157,31,74
283,157,31,74
283,161,31,74
283,161,31,74
283,161,31,74
283,166,31,72
284,166,30,71
284,166,30,71
284,166,30,71
284,166,30,71
284,166,30,71
284,166,30,71
284,162,30,71
284,162,30,71
284,163,30,70
284,163,30,70
284,167,30,70
284,167,30,70
284,171,30,70
288,175,30,70
288,175,30,70
288,175,30,70
288,175,30,70
284,175,30,70
284,174,30,71
284,174,30,71
280,174,30,71
280,174,30,71
280,174,30,71
280,174,30,71
280,174,30,71
280,174,30,71
280,178,30,71
280,182,30,71
276,182,30,71
276,186,30,71
276,186,30,71
272,186,30,71
272,186,30,71
271,190,31,72
268,186,30,71
268,186,30,71
264,186,30,71
260,186,30,71
260,186,30,71
256,186,30,71
256,186,30,71
252,186,30,71
252,190,30,71
252,190,30,71
247,194,31,72
247,198,31,72
243,198,31,72
243,198,31,72
239,198,31,72
239,198,31,72
235,197,31,74
235,196,32,75
231,196,32,75
227,196,32,75
227,196,32,75
223,193,31,74
223,193,31,74
219,193,31,74
219,193,31,74
219,197,31,74
219,197,31,74
215,196,32,75
215,200,32,75
211,200,32,75
210,199,33,77
206,199,33,77
206,199,33,77
202,199,33,77
202,199,33,77
202,199,33,78
198,199,33,78
198,198,34,80
198,198,34,80
194,199,33,78
194,195,33,78
194,195,33,78
194,195,33,78
194,195,33,78
194,199,33,78
194,199,33,78
194,199,33,78
194,198,34,80
194,198,34,80
194,197,34,81
194,193,34,81
194,193,34,81
194,193,34,81
194,193,34,81
193,192,35,83
189,196,35,83
189,196,35,83
189,196,35,83
189,196,35,83
189,196,35,83
189,196,35,83
193,196,35,83
193,192,35,83
193,192,35,83
193,192,35,83
193,196,35,83
193,196,35,83
189,200,35,83
189,200,35,83
189,200,35,83
185,200,35,83
185,204,35,83
181,204,35,83
181,208,35,83
177,208,35,83
173,208,35,83
169,208,35,83
169,211,36,85
165,211,36,85
165,211,36,85
161,211,36,85
157,212,35,83
157,212,35,83
154,217,34,81
150,217,34,81
150,217,34,81
146,217,34,81
146,217,34,81
145,216,35,83
141,215,36,85
140,215,37,86
136,219,37,86
136,219,37,86
136,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
132,219,37,86
133,219,36,85
137,223,36,85
137,223,36,85
137,223,36,85
141,223,36,85
141,223,36,85
141,223,36,85
141,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,223,36,85
145,227,36,85
144,227,37,86
144,227,37,86
140,227,37,86
140,227,37,86
140,227,37,86
140,227,37,86
140,227,37,86
137,223,36,85
137,223,36,85
137,224,35,83
137,224,35,83
137,224,35,83
137,224,35,83
137,224,35,83
141,224,35,83
141,224,35,83
141,224,35,83
141,223,36,85
140,223,37,86
140,223,37,86
140,227,37,86
144,227,37,86
144,227,37,86
144,227,37,86
144,227,37,86
144,227,37,86
144,227,37,86
148,227,37,86
148,227,37,86
148,227,37,86
148,231,37,86
148,231,37,86
148,231,37,86
148,231,37,86
149,231,36,85
153,231,36,85
153,231,36,85
153,231,36,85
153,231,36,85
153,231,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
153,235,36,85
157,231,36,85
157,231,36,85
157,231,36,85
157,231,36,85
157,231,36,85
161,231,36,85
160,231,37,86
160,231,37,86
160,231,37,86
160,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
164,231,37,86
168,231,37,86
168,231,37,86
168,231,37,86
168,231,37,86
168,231,37,86
168,231,37,86
172,231,37,86
172,231,37,86
173,235,36,85
177,235,36,85
177,235,36,85
181,235,36,85
181,235,36,85
185,235,36,85
185,231,36,85
185,231,36,85
189,231,36,85
189,232,35,83
193,232,35,83
193,232,35,83
197,236,35,83
197,236,35,83
201,236,35,83
201,232,35,83
205,231,36,85
204,231,37,86
208,231,37,86
208,230,37,88
212,230,37,88
212,230,37,88
216,230,37,88
216,231,37,86
220,231,37,86
224,235,37,86
225,235,36,85
229,239,36,85
233,239,36,85
237,239,36,85
241,239,36,85
249,236,35,83
254,237,34,81
262,237,34,81
266,237,34,81
274,237,34,81
278,237,34,81
286,237,34,81
290,237,34,81
298,233,34,81
306,233,34,81
310,233,34,81
318,233,34,81
322,233,34,81
330,234,34,80
334,235,33,78
338,239,33,78
346,239,33,78
354,235,33,78
362,235,33,78
370,235,33,78
382,235,33,78
386,235,33,78
394,239,33,78
402,239,33,78
410,239,33,78
414,239,33,77
414,239,33,77
418,239,33,77
418,235,33,77
418,235,33,78
418,230,34,80
418,226,34,80
418,222,34,80
414,218,34,80
414,218,34,80
410,215,33,78
406,215,33,78
402,211,33,78
398,210,34,80
398,206,34,80
394,202,34,80
390,201,34,81
386,197,34,81
382,197,34,81
378,193,34,81
374,193,34,81
374,193,34,81
370,194,34,80
366,194,34,80
366,195,33,78
366,195,33,78
362,195,33,78
362,195,33,78
362,194,34,80
362,193,34,81
358,190,34,80
358,190,34,80
358,186,34,80
354,186,34,80
354,186,34,80
350,186,34,80
350,185,34,81
350,185,34,81
350,185,34,81
346,185,34,81
346,185,34,81
346,185,34,81
346,186,34,80
346,186,34,80
346,186,34,80
342,186,34,80
342,182,34,80
342,182,34,80
342,183,33,78
338,182,34,80
338,182,34,80
338,182,34,80
334,182,34,80
334,182,34,80
334,182,34,80
334,182,34,80
334,182,34,80
334,187,33,78
330,187,33,78
330,187,33,78
330,187,33,77
331,188,32,75
327,189,31,74
327,189,31,74
327,189,31,74
323,189,31,74
323,189,31,74
323,189,31,74
323,185,31,74
319,185,31,74
319,185,31,74
319,185,31,74
315,185,31,74
315,185,31,74
315,185,31,74
315,185,31,74
315,185,31,74
315,185,31,74
315,185,31,74
311,185,31,74
311,185,31,74
307,185,31,74
303,185,31,74
303,185,31,74
299,185,31,74
299,184,32,75
299,184,32,75
299,180,32,75
299,180,32,75
299,180,32,75
299,180,32,75
299,181,31,74
299,181,31,74
299,181,31,74
299,181,31,74
299,185,31,74
299,185,31,74
299,185,31,74
299,185,31,74
299,185,31,74
299,181,31,74
299,181,31,74
299,177,31,74
299,177,31,74
299,177,31,74
299,173,31,74
299,173,31,74
299,173,31,74
299,173,31,74
299,173,31,74
299,174,31,72
299,174,31,72
303,177,31,74
303,176,32,75
302,175,33,77
306,171,33,77
311,168,32,75
311,169,31,74
315,169,31,74
315,169,31,74
319,170,31,72
320,170,30,71
324,171,30,70
328,171,30,70
328,171,30,70
332,171,30,70
332,171,30,70
336,167,30,70
336,167,30,70
336,167,30,70
336,168,29,68
340,168,29,68
340,167,30,70
340,166,30,71
339,162,31,72
335,157,31,74
335,156,32,75
334,151,33,77
334,151,33,78
334,151,33,78
330,147,33,78
330,147,33,78
330,147,33,78
330,151,33,78
330,151,33,78
330,155,33,78
330,159,33,78
330,163,33,78
330,167,33,78
330,167,33,78
330,171,33,78
330,171,33,78
330,171,33,78
334,171,33,78
334,171,33,78
334,171,33,78
334,171,33,78
334,171,33,78
334,171,33,77
335,172,32,75
335,176,32,75
335,176,32,75
335,180,32,75
335,181,31,74
335,185,31,74
335,185,31,74
339,189,31,74
339,189,31,74
339,193,31,74
339,197,31,74
339,201,31,74
343,201,31,74
343,205,31,74
343,209,31,74
343,213,31,74
343,213,31,74
343,217,31,74
343,217,31,74
343,220,32,75
347,220,32,75
347,220,32,75
347,224,32,75
347,224,32,75
